entry	name	full_name	namespace	name_source	signature_source	calling_convention	return_type	parameter_count	is_thunk	thunk_target	is_external	body_ranges	comment	repeatable_comment	prototype
1000105a	thunk_FUN_100035f9	thunk_FUN_100035f9	Global	DEFAULT	ANALYSIS	__cdecl	float10	1	true	FUN_100035f9	false	1000105a-1000105e	\N	\N	float10 __cdecl thunk_FUN_100035f9(float param_1)
1000105f	thunk_FUN_1000c600	thunk_FUN_1000c600	Global	DEFAULT	ANALYSIS	__cdecl	undefined4	1	true	FUN_1000c600	false	1000105f-10001063	\N	\N	undefined4 __cdecl thunk_FUN_1000c600(int param_1)
10001064	thunk_FUN_1000818b	thunk_FUN_1000818b	Global	DEFAULT	ANALYSIS	__thiscall	undefined4 *	3	true	FUN_1000818b	false	10001064-10001068	\N	\N	undefined4 * __thiscall thunk_FUN_1000818b(undefined4 param_1, undefined4 param_2)
10001069	thunk_FUN_10008cb9	thunk_FUN_10008cb9	Global	DEFAULT	ANALYSIS	__fastcall	undefined	1	true	FUN_10008cb9	false	10001069-1000106d	\N	\N	undefined __fastcall thunk_FUN_10008cb9(void * param_1)
10001073	instantiate_winsys	instantiate_winsys	Global	IMPORTED	ANALYSIS	__cdecl	int	1	true	WinsysGlide_CreateRendererObject	false	10001073-10001077	Creates the Glide winsys renderer object, captures the host game interface, fills its virtual dispatch table, and validates initialization.	\N	int __cdecl instantiate_winsys(int param_1)
10001082	thunk_FUN_1000ce00	thunk_FUN_1000ce00	Global	DEFAULT	ANALYSIS	__thiscall	undefined4 *	4	true	FUN_1000ce00	false	10001082-10001086	\N	\N	undefined4 * __thiscall thunk_FUN_1000ce00(undefined4 param_1, undefined4 param_2, undefined4 param_3)
10001087	thunk_FUN_1000c3e0	thunk_FUN_1000c3e0	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_1000c3e0	false	10001087-1000108b	\N	\N	undefined __stdcall thunk_FUN_1000c3e0(void)
10001091	thunk_FUN_1000cef0	thunk_FUN_1000cef0	Global	DEFAULT	ANALYSIS	__thiscall	undefined4	2	true	FUN_1000cef0	false	10001091-10001095	\N	\N	undefined4 __thiscall thunk_FUN_1000cef0(uint param_1)
10001096	thunk_FUN_10003698	thunk_FUN_10003698	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_10003698	false	10001096-1000109a	\N	\N	undefined __stdcall thunk_FUN_10003698(void)
100010a0	thunk_FUN_10008128	thunk_FUN_10008128	Global	DEFAULT	ANALYSIS	__stdcall	int	0	true	FUN_10008128	false	100010a0-100010a4	\N	\N	int __stdcall thunk_FUN_10008128(void)
100010a5	thunk_FUN_1000cf70	thunk_FUN_1000cf70	Global	DEFAULT	ANALYSIS	__fastcall	undefined4 *	1	true	FUN_1000cf70	false	100010a5-100010a9	\N	\N	undefined4 * __fastcall thunk_FUN_1000cf70(int * param_1)
100010aa	thunk_FUN_10009638	thunk_FUN_10009638	Global	DEFAULT	ANALYSIS	__fastcall	undefined	1	true	FUN_10009638	false	100010aa-100010ae	\N	\N	undefined __fastcall thunk_FUN_10009638(int param_1)
100010af	thunk_FUN_1000515b	thunk_FUN_1000515b	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_1000515b	false	100010af-100010b3	\N	\N	undefined __stdcall thunk_FUN_1000515b(void)
100010b9	thunk_FUN_1000cb10	thunk_FUN_1000cb10	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_1000cb10	false	100010b9-100010bd	\N	\N	undefined __stdcall thunk_FUN_1000cb10(void)
100010c3	thunk_FUN_10002042	thunk_FUN_10002042	Global	DEFAULT	ANALYSIS	__cdecl	int	1	true	FUN_10002042	false	100010c3-100010c7	\N	\N	int __cdecl thunk_FUN_10002042(int param_1)
100010c8	thunk_FUN_1000cdc0	thunk_FUN_1000cdc0	Global	DEFAULT	ANALYSIS	__fastcall	undefined4	1	true	FUN_1000cdc0	false	100010c8-100010cc	\N	\N	undefined4 __fastcall thunk_FUN_1000cdc0(undefined4 param_1)
100010cd	thunk_FUN_10006b1f	thunk_FUN_10006b1f	Global	DEFAULT	ANALYSIS	__cdecl	undefined	5	true	FUN_10006b1f	false	100010cd-100010d1	\N	\N	undefined __cdecl thunk_FUN_10006b1f(int param_1, int * param_2, int * param_3, int * param_4, int * param_5)
100010e1	thunk_FUN_10009942	thunk_FUN_10009942	Global	DEFAULT	ANALYSIS	__cdecl	undefined	6	true	FUN_10009942	false	100010e1-100010e5	\N	\N	undefined __cdecl thunk_FUN_10009942(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6)
100010e6	thunk_FUN_1000ca50	thunk_FUN_1000ca50	Global	DEFAULT	ANALYSIS	__cdecl	undefined4	1	true	FUN_1000ca50	false	100010e6-100010ea	\N	\N	undefined4 __cdecl thunk_FUN_1000ca50(int param_1)
100010eb	thunk_FUN_10002f8a	thunk_FUN_10002f8a	Global	DEFAULT	ANALYSIS	__cdecl	undefined4 *	3	true	FUN_10002f8a	false	100010eb-100010ef	\N	\N	undefined4 * __cdecl thunk_FUN_10002f8a(int * param_1, int param_2, int param_3)
100010f0	thunk_FUN_100088a3	thunk_FUN_100088a3	Global	DEFAULT	ANALYSIS	__thiscall	undefined	3	true	FUN_100088a3	false	100010f0-100010f4	\N	\N	undefined __thiscall thunk_FUN_100088a3(char param_1, char param_2)
100010f5	thunk_FUN_1000d4e4	thunk_FUN_1000d4e4	Global	DEFAULT	ANALYSIS	__fastcall	undefined4	1	true	FUN_1000d4e4	false	100010f5-100010f9	\N	\N	undefined4 __fastcall thunk_FUN_1000d4e4(undefined4 * param_1)
100010fa	thunk_FUN_100087c9	thunk_FUN_100087c9	Global	DEFAULT	ANALYSIS	__thiscall	uint	2	true	FUN_100087c9	false	100010fa-100010fe	\N	\N	uint __thiscall thunk_FUN_100087c9(int param_1)
100010ff	thunk_FUN_10003263	thunk_FUN_10003263	Global	DEFAULT	ANALYSIS	__cdecl	undefined	3	true	FUN_10003263	false	100010ff-10001103	\N	\N	undefined __cdecl thunk_FUN_10003263(int param_1, int param_2, int param_3)
10001104	thunk_FUN_10002cd4	thunk_FUN_10002cd4	Global	DEFAULT	ANALYSIS	__cdecl	undefined	2	true	FUN_10002cd4	false	10001104-10001108	\N	\N	undefined __cdecl thunk_FUN_10002cd4(int param_1, uint param_2)
10001109	thunk_FUN_10008231	thunk_FUN_10008231	Global	DEFAULT	ANALYSIS	__thiscall	undefined	3	true	FUN_10008231	false	10001109-1000110d	\N	\N	undefined __thiscall thunk_FUN_10008231(undefined4 param_1, int param_2)
1000110e	thunk_FUN_1000c290	thunk_FUN_1000c290	Global	DEFAULT	ANALYSIS	__cdecl	undefined	1	true	FUN_1000c290	false	1000110e-10001112	\N	\N	undefined __cdecl thunk_FUN_1000c290(int param_1)
10001113	thunk_FUN_10001790	thunk_FUN_10001790	Global	DEFAULT	ANALYSIS	__cdecl	uint	4	true	FUN_10001790	false	10001113-10001117	\N	\N	uint __cdecl thunk_FUN_10001790(uint * param_1, uint * param_2, uint param_3, uint param_4)
1000111d	thunk_FUN_10003de0	thunk_FUN_10003de0	Global	DEFAULT	ANALYSIS	__cdecl	undefined	3	true	FUN_10003de0	false	1000111d-10001121	\N	\N	undefined __cdecl thunk_FUN_10003de0(int param_1, uint param_2, float param_3)
10001127	thunk_FUN_1000cb30	thunk_FUN_1000cb30	Global	DEFAULT	ANALYSIS	__cdecl	int	4	true	FUN_1000cb30	false	10001127-1000112b	\N	\N	int __cdecl thunk_FUN_1000cb30(int param_1, int param_2, float * param_3, int param_4)
1000112c	thunk_FUN_1000ca70	thunk_FUN_1000ca70	Global	DEFAULT	ANALYSIS	__cdecl	int	2	true	FUN_1000ca70	false	1000112c-10001130	\N	\N	int __cdecl thunk_FUN_1000ca70(int param_1, int param_2)
10001131	thunk_FUN_1000c0e0	thunk_FUN_1000c0e0	Global	DEFAULT	ANALYSIS	__cdecl	int	1	true	FUN_1000c0e0	false	10001131-10001135	\N	\N	int __cdecl thunk_FUN_1000c0e0(int param_1)
10001136	thunk_FUN_10002008	thunk_FUN_10002008	Global	DEFAULT	ANALYSIS	__cdecl	undefined	1	true	FUN_10002008	false	10001136-1000113a	\N	\N	undefined __cdecl thunk_FUN_10002008(undefined4 param_1)
1000113b	thunk_FUN_10002528	thunk_FUN_10002528	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_10002528	false	1000113b-1000113f	\N	\N	undefined __stdcall thunk_FUN_10002528(void)
10001145	thunk_FUN_10006a88	thunk_FUN_10006a88	Global	DEFAULT	ANALYSIS	__thiscall	int	2	true	FUN_10006a88	false	10001145-10001149	\N	\N	int __thiscall thunk_FUN_10006a88(undefined4 param_1)
10001154	thunk_FUN_10009674	thunk_FUN_10009674	Global	DEFAULT	ANALYSIS	__fastcall	undefined	1	true	FUN_10009674	false	10001154-10001158	\N	\N	undefined __fastcall thunk_FUN_10009674(int param_1)
1000115e	thunk_FUN_1000c3a0	thunk_FUN_1000c3a0	Global	DEFAULT	ANALYSIS	__thiscall	int	2	true	FUN_1000c3a0	false	1000115e-10001162	\N	\N	int __thiscall thunk_FUN_1000c3a0(uint param_1)
10001163	thunk_FUN_1000cab0	thunk_FUN_1000cab0	Global	DEFAULT	ANALYSIS	__cdecl	int	2	true	FUN_1000cab0	false	10001163-10001167	\N	\N	int __cdecl thunk_FUN_1000cab0(int param_1, int param_2)
1000116d	Glide_BindTextureSource	Glide_BindTextureSource	Global	DEFAULT	ANALYSIS	__cdecl	undefined	2	true	Glide_BindTextureSource	false	1000116d-10001171	\N	\N	undefined __cdecl Glide_BindTextureSource(int param_1, int param_2)
10001172	thunk_FUN_1000c1d0	thunk_FUN_1000c1d0	Global	DEFAULT	ANALYSIS	__cdecl	undefined4	1	true	FUN_1000c1d0	false	10001172-10001176	\N	\N	undefined4 __cdecl thunk_FUN_1000c1d0(int param_1)
1000117c	thunk_FUN_1000ccf0	thunk_FUN_1000ccf0	Global	DEFAULT	ANALYSIS	__cdecl	float10	2	true	FUN_1000ccf0	false	1000117c-10001180	\N	\N	float10 __cdecl thunk_FUN_1000ccf0(float param_1, float param_2)
10001186	thunk_FUN_1000c170	thunk_FUN_1000c170	Global	DEFAULT	ANALYSIS	__cdecl	undefined	1	true	FUN_1000c170	false	10001186-1000118a	\N	\N	undefined __cdecl thunk_FUN_1000c170(int param_1)
1000118b	Render_DrawTexturedQuad	Render_DrawTexturedQuad	Global	DEFAULT	ANALYSIS	__cdecl	undefined4	11	true	Render_DrawTexturedQuad	false	1000118b-1000118f	\N	\N	undefined4 __cdecl Render_DrawTexturedQuad(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6, float param_7, int param_8, int param_9, int param_10, int param_11)
10001190	Render_DrawDualTextureTriangle	Render_DrawDualTextureTriangle	Global	DEFAULT	ANALYSIS	__cdecl	undefined4	7	true	Render_DrawDualTextureTriangle	false	10001190-10001194	\N	\N	undefined4 __cdecl Render_DrawDualTextureTriangle(int param_1, int param_2, uint param_3, int param_4, int param_5, int param_6, int param_7)
1000119a	thunk_FUN_1000c970	thunk_FUN_1000c970	Global	DEFAULT	ANALYSIS	__cdecl	undefined4	1	true	FUN_1000c970	false	1000119a-1000119e	\N	\N	undefined4 __cdecl thunk_FUN_1000c970(undefined4 param_1)
1000119f	thunk_FUN_10002273	thunk_FUN_10002273	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_10002273	false	1000119f-100011a3	\N	\N	undefined __stdcall thunk_FUN_10002273(void)
100011a4	thunk_FUN_1000837c	thunk_FUN_1000837c	Global	DEFAULT	ANALYSIS	__thiscall	int *	2	true	FUN_1000837c	false	100011a4-100011a8	\N	\N	int * __thiscall thunk_FUN_1000837c(int param_1)
100011a9	thunk_FUN_10002dd3	thunk_FUN_10002dd3	Global	DEFAULT	ANALYSIS	__cdecl	undefined	2	true	FUN_10002dd3	false	100011a9-100011ad	\N	\N	undefined __cdecl thunk_FUN_10002dd3(undefined4 param_1, uint param_2)
100011b3	thunk_FUN_10006c5b	thunk_FUN_10006c5b	Global	DEFAULT	ANALYSIS	__cdecl	undefined	5	true	FUN_10006c5b	false	100011b3-100011b7	\N	\N	undefined __cdecl thunk_FUN_10006c5b(int param_1, float param_2, float param_3, float param_4, undefined1 param_5)
100011b8	thunk_FUN_10003b3e	thunk_FUN_10003b3e	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_10003b3e	false	100011b8-100011bc	\N	\N	undefined __stdcall thunk_FUN_10003b3e(void)
100011bd	thunk_FUN_1000942d	thunk_FUN_1000942d	Global	DEFAULT	ANALYSIS	__fastcall	undefined	1	true	FUN_1000942d	false	100011bd-100011c1	\N	\N	undefined __fastcall thunk_FUN_1000942d(int param_1)
100011c2	thunk_FUN_1000ce60	thunk_FUN_1000ce60	Global	DEFAULT	ANALYSIS	__cdecl	undefined	4	true	FUN_1000ce60	false	100011c2-100011c6	\N	\N	undefined __cdecl thunk_FUN_1000ce60(int param_1, float * param_2, undefined1 param_3, undefined4 param_4)
100011c7	thunk_FUN_1000d45c	thunk_FUN_1000d45c	Global	DEFAULT	ANALYSIS	__fastcall	undefined4	1	true	FUN_1000d45c	false	100011c7-100011cb	\N	\N	undefined4 __fastcall thunk_FUN_1000d45c(int param_1)
100011cc	thunk_FUN_1000d451	thunk_FUN_1000d451	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_1000d451	false	100011cc-100011d0	\N	\N	undefined __stdcall thunk_FUN_1000d451(void)
100011d1	thunk_FUN_1000c9b0	thunk_FUN_1000c9b0	Global	DEFAULT	ANALYSIS	__cdecl	undefined	3	true	FUN_1000c9b0	false	100011d1-100011d5	\N	\N	undefined __cdecl thunk_FUN_1000c9b0(int param_1, float param_2, float param_3)
100011db	thunk_FUN_1000813b	thunk_FUN_1000813b	Global	DEFAULT	ANALYSIS	__cdecl	int	2	true	FUN_1000813b	false	100011db-100011df	\N	\N	int __cdecl thunk_FUN_1000813b(int param_1, int param_2)
100011e5	deallocate_winsys	deallocate_winsys	Global	ANALYSIS	IMPORTED	__cdecl	void	1	false	\N	false	100011e5-100011e9	Destroys a Glide winsys instance if one was allocated.	\N	void __cdecl deallocate_winsys(Winsys * param_1)
100011ef	thunk_FUN_100040cd	thunk_FUN_100040cd	Global	DEFAULT	ANALYSIS	__cdecl	undefined	4	true	FUN_100040cd	false	100011ef-100011f3	\N	\N	undefined __cdecl thunk_FUN_100040cd(uint param_1, float * param_2, float * param_3, float * param_4)
100011f9	detect_winsys	detect_winsys	Global	IMPORTED	ANALYSIS	__cdecl	undefined4	2	true	FUN_10007c49	false	100011f9-100011fd	Detects available 3dfx Glide hardware, fills the winsys display/mode names, initializes Glide for probing, and returns a renderer priority score.	\N	undefined4 __cdecl detect_winsys(undefined4 * param_1, undefined4 * param_2)
100011fe	thunk_FUN_100063c7	thunk_FUN_100063c7	Global	DEFAULT	ANALYSIS	__cdecl	undefined	10	true	FUN_100063c7	false	100011fe-10001202	\N	\N	undefined __cdecl thunk_FUN_100063c7(float * param_1, float param_2, float param_3, float param_4, float param_5, float param_6, float * param_7, float * param_8, float * param_9, float * param_10)
10001203	thunk_FUN_1000c220	thunk_FUN_1000c220	Global	DEFAULT	ANALYSIS	__cdecl	int	1	true	FUN_1000c220	false	10001203-10001207	\N	\N	int __cdecl thunk_FUN_1000c220(uint param_1)
1000120d	thunk_FUN_10006b68	thunk_FUN_10006b68	Global	DEFAULT	ANALYSIS	__cdecl	undefined	1	true	FUN_10006b68	false	1000120d-10001211	\N	\N	undefined __cdecl thunk_FUN_10006b68(int param_1)
10001212	thunk_FUN_100090bc	thunk_FUN_100090bc	Global	DEFAULT	ANALYSIS	__cdecl	int	2	true	FUN_100090bc	false	10001212-10001216	\N	\N	int __cdecl thunk_FUN_100090bc(int param_1, int param_2)
1000121c	thunk_FUN_1000414c	thunk_FUN_1000414c	Global	DEFAULT	ANALYSIS	__cdecl	undefined	1	true	FUN_1000414c	false	1000121c-10001220	\N	\N	undefined __cdecl thunk_FUN_1000414c(float param_1)
10001226	thunk_FUN_10002f61	thunk_FUN_10002f61	Global	DEFAULT	ANALYSIS	__cdecl	typedef HGLOBAL HANDLE	1	true	FUN_10002f61	false	10001226-1000122a	\N	\N	HGLOBAL __cdecl thunk_FUN_10002f61(SIZE_T param_1)
1000122b	thunk_FUN_100049f6	thunk_FUN_100049f6	Global	DEFAULT	ANALYSIS	__cdecl	undefined	4	true	FUN_100049f6	false	1000122b-1000122f	\N	\N	undefined __cdecl thunk_FUN_100049f6(int param_1, float param_2, float param_3, undefined1 param_4)
10001230	thunk_FUN_10001d36	thunk_FUN_10001d36	Global	DEFAULT	ANALYSIS	__cdecl	uint	3	true	FUN_10001d36	false	10001230-10001234	\N	\N	uint __cdecl thunk_FUN_10001d36(int * param_1, int param_2, int param_3)
10001235	thunk_FUN_10009355	thunk_FUN_10009355	Global	DEFAULT	ANALYSIS	__fastcall	undefined	1	true	FUN_10009355	false	10001235-10001239	\N	\N	undefined __fastcall thunk_FUN_10009355(int param_1)
1000123a	thunk_FUN_10009245	thunk_FUN_10009245	Global	DEFAULT	ANALYSIS	__thiscall	undefined	3	true	FUN_10009245	false	1000123a-1000123e	\N	\N	undefined __thiscall thunk_FUN_10009245(int param_1, int param_2)
10001244	thunk_FUN_1000c8d0	thunk_FUN_1000c8d0	Global	DEFAULT	ANALYSIS	__cdecl	undefined	3	true	FUN_1000c8d0	false	10001244-10001248	\N	\N	undefined __cdecl thunk_FUN_1000c8d0(float * param_1, int param_2, int param_3)
10001249	thunk_FUN_10008701	thunk_FUN_10008701	Global	DEFAULT	ANALYSIS	__thiscall	uint	2	true	FUN_10008701	false	10001249-1000124d	\N	\N	uint __thiscall thunk_FUN_10008701(int param_1)
1000124e	Tex_DownloadMipMap	Tex_DownloadMipMap	Global	DEFAULT	ANALYSIS	__thiscall	undefined4	4	true	Tex_DownloadMipMap	false	1000124e-10001252	\N	\N	undefined4 __thiscall Tex_DownloadMipMap(int * param_1, int param_2, undefined4 param_3)
10001258	thunk_FUN_1000246b	thunk_FUN_1000246b	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_1000246b	false	10001258-1000125c	\N	\N	undefined __stdcall thunk_FUN_1000246b(void)
1000125d	thunk_FUN_10002f7b	thunk_FUN_10002f7b	Global	DEFAULT	ANALYSIS	__cdecl	undefined	1	true	FUN_10002f7b	false	1000125d-10001261	\N	\N	undefined __cdecl thunk_FUN_10002f7b(HGLOBAL param_1)
10001262	thunk_FUN_10002168	thunk_FUN_10002168	Global	DEFAULT	ANALYSIS	__cdecl	undefined	4	true	FUN_10002168	false	10001262-10001266	\N	\N	undefined __cdecl thunk_FUN_10002168(int param_1, int param_2, int param_3, undefined4 * param_4)
10001267	thunk_FUN_1000d020	thunk_FUN_1000d020	Global	DEFAULT	ANALYSIS	__cdecl	undefined	1	true	FUN_1000d020	false	10001267-1000126b	\N	\N	undefined __cdecl thunk_FUN_1000d020(undefined4 * param_1)
1000126c	thunk_FUN_1000d050	thunk_FUN_1000d050	Global	DEFAULT	ANALYSIS	__thiscall	undefined	2	true	FUN_1000d050	false	1000126c-10001270	\N	\N	undefined __thiscall thunk_FUN_1000d050(undefined4 * param_1)
10001271	thunk_FUN_10009469	thunk_FUN_10009469	Global	DEFAULT	ANALYSIS	__thiscall	undefined	2	true	FUN_10009469	false	10001271-10001275	\N	\N	undefined __thiscall thunk_FUN_10009469(int param_1)
10001276	thunk_FUN_1000c260	thunk_FUN_1000c260	Global	DEFAULT	ANALYSIS	__cdecl	int	2	true	FUN_1000c260	false	10001276-1000127a	\N	\N	int __cdecl thunk_FUN_1000c260(int param_1, int param_2)
1000127b	thunk_FUN_10008f76	thunk_FUN_10008f76	Global	DEFAULT	ANALYSIS	__fastcall	undefined	1	true	FUN_10008f76	false	1000127b-1000127f	\N	\N	undefined __fastcall thunk_FUN_10008f76(int param_1)
10001280	thunk_FUN_1000cde0	thunk_FUN_1000cde0	Global	DEFAULT	ANALYSIS	__fastcall	undefined4	1	true	FUN_1000cde0	false	10001280-10001284	\N	\N	undefined4 __fastcall thunk_FUN_1000cde0(undefined4 param_1)
10001285	thunk_FUN_10001976	thunk_FUN_10001976	Global	DEFAULT	ANALYSIS	__thiscall	undefined	5	true	FUN_10001976	false	10001285-10001289	\N	\N	undefined __thiscall thunk_FUN_10001976(int * param_1, float * param_2, undefined1 * param_3, float param_4)
1000128a	Render_DrawClippedLine	Render_DrawClippedLine	Global	DEFAULT	ANALYSIS	__cdecl	undefined	6	true	Render_DrawClippedLine	false	1000128a-1000128e	\N	\N	undefined __cdecl Render_DrawClippedLine(int * param_1, int param_2, int param_3, int param_4, int param_5, undefined1 param_6)
1000128f	thunk_FUN_1000d2f0	thunk_FUN_1000d2f0	Global	DEFAULT	ANALYSIS	__fastcall	int	1	true	FUN_1000d2f0	false	1000128f-10001293	\N	\N	int __fastcall thunk_FUN_1000d2f0(int param_1)
10001294	thunk_FUN_100031eb	thunk_FUN_100031eb	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_100031eb	false	10001294-10001298	\N	\N	undefined __stdcall thunk_FUN_100031eb(void)
10001299	Render_DrawTexturedTriangle	Render_DrawTexturedTriangle	Global	DEFAULT	ANALYSIS	__cdecl	int	5	true	Render_DrawTexturedTriangle	false	10001299-1000129d	\N	\N	int __cdecl Render_DrawTexturedTriangle(int * param_1, float * param_2, int param_3, uint param_4, int param_5)
1000129e	thunk_FUN_10008226	thunk_FUN_10008226	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_10008226	false	1000129e-100012a2	\N	\N	undefined __stdcall thunk_FUN_10008226(void)
100012a8	thunk_FUN_1000c840	thunk_FUN_1000c840	Global	DEFAULT	ANALYSIS	__thiscall	undefined	4	true	FUN_1000c840	false	100012a8-100012ac	\N	\N	undefined __thiscall thunk_FUN_1000c840(int param_1, undefined4 param_2, int param_3)
100012b2	Glide_RestoreRenderStateSlot	Glide_RestoreRenderStateSlot	Global	DEFAULT	ANALYSIS	__cdecl	undefined	1	true	Glide_RestoreRenderStateSlot	false	100012b2-100012b6	\N	\N	undefined __cdecl Glide_RestoreRenderStateSlot(int param_1)
100012b7	thunk_FUN_1000c660	thunk_FUN_1000c660	Global	DEFAULT	ANALYSIS	__cdecl	int	5	true	FUN_1000c660	false	100012b7-100012bb	\N	\N	int __cdecl thunk_FUN_1000c660(undefined4 * param_1, int param_2, int param_3, int param_4, int param_5)
100012d5	thunk_FUN_100023ba	thunk_FUN_100023ba	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_100023ba	false	100012d5-100012d9	\N	\N	undefined __stdcall thunk_FUN_100023ba(void)
100012da	thunk_FUN_1000d170	thunk_FUN_1000d170	Global	DEFAULT	ANALYSIS	__cdecl	uint	1	true	FUN_1000d170	false	100012da-100012de	\N	\N	uint __cdecl thunk_FUN_1000d170(int param_1)
100012df	thunk_FUN_1000caf0	thunk_FUN_1000caf0	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_1000caf0	false	100012df-100012e3	\N	\N	undefined __stdcall thunk_FUN_1000caf0(void)
100012e4	thunk_FUN_1000c2e0	thunk_FUN_1000c2e0	Global	DEFAULT	ANALYSIS	__stdcall	undefined	0	true	FUN_1000c2e0	false	100012e4-100012e8	\N	\N	undefined __stdcall thunk_FUN_1000c2e0(void)
100012f3	thunk_FUN_10002e89	thunk_FUN_10002e89	Global	DEFAULT	ANALYSIS	__cdecl	undefined4	1	true	FUN_10002e89	false	100012f3-100012f7	\N	\N	undefined4 __cdecl thunk_FUN_10002e89(int param_1)
100012f8	thunk_FUN_1000c920	thunk_FUN_1000c920	Global	DEFAULT	ANALYSIS	__cdecl	undefined	1	true	FUN_1000c920	false	100012f8-100012fc	\N	\N	undefined __cdecl thunk_FUN_1000c920(float param_1)
100012fd	thunk_FUN_100098fe	thunk_FUN_100098fe	Global	DEFAULT	ANALYSIS	__thiscall	undefined	2	true	FUN_100098fe	false	100012fd-10001301	\N	\N	undefined __thiscall thunk_FUN_100098fe(undefined4 param_1)
10001307	thunk_FUN_1000c4d0	thunk_FUN_1000c4d0	Global	DEFAULT	ANALYSIS	__cdecl	undefined	3	true	FUN_1000c4d0	false	10001307-1000130b	\N	\N	undefined __cdecl thunk_FUN_1000c4d0(int param_1, float * param_2, undefined1 param_3)
1000130c	thunk_FUN_10004ec3	thunk_FUN_10004ec3	Global	DEFAULT	ANALYSIS	__cdecl	undefined	6	true	FUN_10004ec3	false	1000130c-10001310	\N	\N	undefined __cdecl thunk_FUN_10004ec3(int param_1, int param_2, int param_3, int param_4, int param_5, float param_6)
10001311	thunk_FUN_1000c300	thunk_FUN_1000c300	Global	DEFAULT	ANALYSIS	__cdecl	int	1	true	FUN_1000c300	false	10001311-10001315	\N	\N	int __cdecl thunk_FUN_1000c300(int param_1)
