address	type	comment
00412456	EOL	Frees the split filename string before returning failure.
00412467	EOL	Shared failure return for request setup errors.
00412d90	PLATE	Starts an HTTP-backed CSN file download after ensuring the connection is ready and resetting transfer state.
00412da7	EOL	Resets aggregate transfer counters and starts the HTTP download after validation succeeds.
00415b10	PLATE	Library Function - Single Match\n __allshl\n\nLibrary: Visual Studio
00415f90	PLATE	Library Function - Single Match\n _strrchr\n\nLibraries: Visual Studio 1998 Debug, Visual Studio 1998 Release
0041fc5b	PLATE	Library Function - Single Match\n _rand\n\nLibraries: Visual Studio 2003 Release, Visual Studio 2005 Release, Visual Studio 2008 Release
0041ff70	PLATE	Library Function - Single Match\n __allrem\n\nLibrary: Visual Studio
00420030	PLATE	Library Function - Single Match\n __alldiv\n\nLibrary: Visual Studio
0042011b	PLATE	Library Function - Single Match\n __copysign\n\nLibraries: Visual Studio 2003 Release, Visual Studio 2019 Release
00420780	PLATE	Library Function - Single Match\n _strncat\n\nLibraries: Visual Studio 1998 Debug, Visual Studio 1998 Release
004218b5	PLATE	Library Function - Single Match\n __fload_withFB\n\nLibrary: Visual Studio
0042191b	PLATE	Library Function - Single Match\n __math_exit\n\nLibrary: Visual Studio
00421a17	PLATE	Library Function - Single Match\n __startOneArgErrorHandling\n\nLibrary: Visual Studio
00422a4b	PLATE	Library Function - Single Match\n __frnd\n\nLibraries: Visual Studio 2008 Release, Visual Studio 2010 Release, Visual Studio 2012 Release, Visual Studio 2019 Release
00422db0	PLATE	Library Function - Single Match\n __CrtSetReportFile\n\nLibrary: Visual Studio 2003 Debug
00424000	PRE	533  SetBkColor  <<not bound>>
00424004	PRE	526  SelectObject  <<not bound>>
00424008	PRE	465  MoveToEx  <<not bound>>
0042400c	PRE	461  LineTo  <<not bound>>
00424010	PRE	572  SetTextColor  <<not bound>>
00424014	PRE	590  TextOutA  <<not bound>>
00424018	PRE	143  DeleteObject  <<not bound>>
0042401c	PRE	71  CreatePen  <<not bound>>
00424020	PRE	80  CreateSolidBrush  <<not bound>>
00424024	PRE	363  GetDeviceCaps  <<not bound>>
00424028	PRE	58  CreateFontIndirectA  <<not bound>>
0042402c	PRE	421  GetStockObject  <<not bound>>
00424034	PRE	25  Beep  <<not bound>>
00424038	PRE	411  GetProcessHeap  <<not bound>>
0042403c	PRE	666  QueryPerformanceFrequency  <<not bound>>
00424040	PRE	665  QueryPerformanceCounter  <<not bound>>
00424044	PRE	96  CreateProcessA  <<not bound>>
00424048	PRE	901  WaitForSingleObject  <<not bound>>
0042404c	PRE	338  GetExitCodeProcess  <<not bound>>
00424050	PRE	773  SetEndOfFile  <<not bound>>
00424054	PRE	683  ReadFile  <<not bound>>
00424058	PRE	77  CreateFileA  <<not bound>>
0042405c	PRE	211  FindNextFileA  <<not bound>>
00424060	PRE	363  GetLocalTime  <<not bound>>
00424064	PRE	612  MoveFileA  <<not bound>>
00424068	PRE	124  DeleteFileA  <<not bound>>
0042406c	PRE	446  GetSystemTime  <<not bound>>
00424070	PRE	806  SetPriorityClass  <<not bound>>
00424074	PRE	824  SetThreadPriority  <<not bound>>
00424078	PRE	776  SetEnvironmentVariableA  <<not bound>>
0042407c	PRE	53  CompareStringW  <<not bound>>
00424080	PRE	52  CompareStringA  <<not bound>>
00424084	PRE	365  GetLocaleInfoW  <<not bound>>
00424088	PRE	472  GetTimeZoneInformation  <<not bound>>
0042408c	PRE	201  FindFirstFileA  <<not bound>>
00424090	PRE	188  FileTimeToSystemTime  <<not bound>>
00424094	PRE	187  FileTimeToLocalFileTime  <<not bound>>
00424098	PRE	346  GetFileInformationByHandle  <<not bound>>
0042409c	PRE	647  PeekNamedPipe  <<not bound>>
004240a0	PRE	69  CreateDirectoryA  <<not bound>>
004240a4	PRE	669  RaiseException  <<not bound>>
004240a8	PRE	115  DebugBreak  <<not bound>>
004240ac	PRE	841  Sleep  <<not bound>>
004240b0	PRE	618  MulDiv  <<not bound>>
004240b4	PRE	530  HeapSize  <<not bound>>
004240b8	PRE	264  GetCommandLineA  <<not bound>>
004240bc	PRE	175  ExitProcess  <<not bound>>
004240c0	PRE	849  TerminateProcess  <<not bound>>
004240c4	PRE	314  GetCurrentProcess  <<not bound>>
004240c8	PRE	312  GetCurrentDirectoryA  <<not bound>>
004240cc	PRE	353  GetFullPathNameA  <<not bound>>
004240d0	PRE	331  GetDriveTypeA  <<not bound>>
004240d4	PRE	361  GetLastError  <<not bound>>
004240d8	PRE	342  GetFileAttributesA  <<not bound>>
004240dc	PRE	375  GetModuleHandleA  <<not bound>>
004240e0	PRE	431  GetStartupInfoA  <<not bound>>
004240e4	PRE	478  GetVersion  <<not bound>>
004240e8	PRE	524  HeapFree  <<not bound>>
004240ec	PRE	143  EnterCriticalSection  <<not bound>>
004240f0	PRE	583  LeaveCriticalSection  <<not bound>>
004240f4	PRE	716  RtlUnwind  <<not bound>>
004240f8	PRE	537  InitializeCriticalSection  <<not bound>>
004240fc	PRE	122  DeleteCriticalSection  <<not bound>>
00424100	PRE	183  FatalAppExitA  <<not bound>>
00424104	PRE	518  HeapAlloc  <<not bound>>
00424108	PRE	866  UnhandledExceptionFilter  <<not bound>>
0042410c	PRE	373  GetModuleFileNameA  <<not bound>>
00424110	PRE	237  FreeEnvironmentStringsA  <<not bound>>
00424114	PRE	238  FreeEnvironmentStringsW  <<not bound>>
00424118	PRE	905  WideCharToMultiByte  <<not bound>>
0042411c	PRE	333  GetEnvironmentStrings  <<not bound>>
00424120	PRE	335  GetEnvironmentStringsW  <<not bound>>
00424124	PRE	793  SetHandleCount  <<not bound>>
00424128	PRE	433  GetStdHandle  <<not bound>>
0042412c	PRE	350  GetFileType  <<not bound>>
00424130	PRE	318  GetCurrentThreadId  <<not bound>>
00424134	PRE	857  TlsSetValue  <<not bound>>
00424138	PRE	854  TlsAlloc  <<not bound>>
0042413c	PRE	855  TlsFree  <<not bound>>
00424140	PRE	797  SetLastError  <<not bound>>
00424144	PRE	856  TlsGetValue  <<not bound>>
00424148	PRE	317  GetCurrentThread  <<not bound>>
0042414c	PRE	336  GetEnvironmentVariableA  <<not bound>>
00424150	PRE	479  GetVersionExA  <<not bound>>
00424154	PRE	522  HeapDestroy  <<not bound>>
00424158	PRE	520  HeapCreate  <<not bound>>
0042415c	PRE	888  VirtualFree  <<not bound>>
00424160	PRE	919  WriteFile  <<not bound>>
00424164	PRE	408  GetProcAddress  <<not bound>>
00424168	PRE	885  VirtualAlloc  <<not bound>>
0042416c	PRE	528  HeapReAlloc  <<not bound>>
00424170	PRE	556  IsBadWritePtr  <<not bound>>
00424174	PRE	784  SetFilePointer  <<not bound>>
00424178	PRE	542  InterlockedDecrement  <<not bound>>
0042417c	PRE	546  InterlockedIncrement  <<not bound>>
00424180	PRE	252  GetCPInfo  <<not bound>>
00424184	PRE	245  GetACP  <<not bound>>
00424188	PRE	395  GetOEMCP  <<not bound>>
0042418c	PRE	584  LoadLibraryA  <<not bound>>
00424190	PRE	619  MultiByteToWideChar  <<not bound>>
00424194	PRE	434  GetStringTypeA  <<not bound>>
00424198	PRE	437  GetStringTypeW  <<not bound>>
0042419c	PRE	229  FlushFileBuffers  <<not bound>>
004241a0	PRE	829  SetUnhandledExceptionFilter  <<not bound>>
004241a4	PRE	553  IsBadReadPtr  <<not bound>>
004241a8	PRE	550  IsBadCodePtr  <<not bound>>
004241ac	PRE	812  SetStdHandle  <<not bound>>
004241b0	PRE	570  LCMapStringA  <<not bound>>
004241b4	PRE	571  LCMapStringW  <<not bound>>
004241b8	PRE	739  SetConsoleCtrlHandler  <<not bound>>
004241bc	PRE	46  CloseHandle  <<not bound>>
004241c0	PRE	567  IsValidLocale  <<not bound>>
004241c4	PRE	565  IsValidCodePage  <<not bound>>
004241c8	PRE	364  GetLocaleInfoA  <<not bound>>
004241cc	PRE	165  EnumSystemLocalesA  <<not bound>>
004241d0	PRE	473  GetUserDefaultLCID  <<not bound>>
004241d4	PRE	643  OutputDebugStringA  <<not bound>>
004241dc	PRE	226  FillRect  <<not bound>>
004241e0	PRE	664  SystemParametersInfoA  <<not bound>>
004241e4	PRE	268  GetDC  <<not bound>>
004241e8	PRE	553  ReleaseDC  <<not bound>>
004241ec	PRE	690  UnregisterClassA  <<not bound>>
004241f0	PRE	436  KillTimer  <<not bound>>
004241f4	PRE	633  SetTimer  <<not bound>>
004241f8	PRE	478  MessageBoxA  <<not bound>>
004241fc	PRE	161  DispatchMessageA  <<not bound>>
00424200	PRE	681  TranslateMessage  <<not bound>>
00424204	PRE	678  TranslateAcceleratorA  <<not bound>>
00424208	PRE	314  GetMessageA  <<not bound>>
0042420c	PRE	437  LoadAcceleratorsA  <<not bound>>
00424210	PRE	458  LoadStringA  <<not bound>>
00424214	PRE	534  RegisterClassExA  <<not bound>>
00424218	PRE	441  LoadCursorA  <<not bound>>
0042421c	PRE	445  LoadIconA  <<not bound>>
00424220	PRE	403  InvalidateRect  <<not bound>>
00424224	PRE	198  EndDialog  <<not bound>>
00424228	PRE	142  DefWindowProcA  <<not bound>>
0042422c	PRE	153  DestroyWindow  <<not bound>>
00424230	PRE	158  DialogBoxParamA  <<not bound>>
00424234	PRE	13  BeginPaint  <<not bound>>
00424238	PRE	255  GetClientRect  <<not bound>>
0042423c	PRE	188  DrawTextA  <<not bound>>
00424240	PRE	200  EndPaint  <<not bound>>
00424244	PRE	515  PostQuitMessage  <<not bound>>
00424248	PRE	96  CreateWindowExA  <<not bound>>
0042424c	PRE	657  ShowWindow  <<not bound>>
00424250	PRE	698  UpdateWindow  <<not bound>>
00424258	PRE	163  timeGetTime  <<not bound>>
00424260	PRE	111  Ordinal_111  <<not bound>>
00424264	PRE	10  Ordinal_10  <<not bound>>
00424268	PRE	115  Ordinal_115  <<not bound>>
0042426c	PRE	116  Ordinal_116  <<not bound>>
00424270	PRE	3  Ordinal_3  <<not bound>>
00424274	PRE	151  Ordinal_151  <<not bound>>
00424278	PRE	21  Ordinal_21  <<not bound>>
0042427c	PRE	19  Ordinal_19  <<not bound>>
00424280	PRE	16  Ordinal_16  <<not bound>>
00424284	PRE	23  Ordinal_23  <<not bound>>
00424288	PRE	9  Ordinal_9  <<not bound>>
0042428c	PRE	8  Ordinal_8  <<not bound>>
00424290	PRE	2  Ordinal_2  <<not bound>>
00424294	PRE	4  Ordinal_4  <<not bound>>
00424298	PRE	11  Ordinal_11  <<not bound>>
0042429c	PRE	52  Ordinal_52  <<not bound>>
00425ad0	PLATE	IMAGE_IMPORT_DESCRIPTOR
00425ae4	PLATE	IMAGE_IMPORT_DESCRIPTOR
00425af8	PLATE	IMAGE_IMPORT_DESCRIPTOR
00425b0c	PLATE	IMAGE_IMPORT_DESCRIPTOR
00425b20	PLATE	IMAGE_IMPORT_DESCRIPTOR
00425b48	EOL	IMAGE_THUNK_DATA32
00425b4c	EOL	IMAGE_THUNK_DATA32
00425b50	EOL	IMAGE_THUNK_DATA32
00425b54	EOL	IMAGE_THUNK_DATA32
00425b58	EOL	IMAGE_THUNK_DATA32
00425b5c	EOL	IMAGE_THUNK_DATA32
00425b60	EOL	IMAGE_THUNK_DATA32
00425b64	EOL	IMAGE_THUNK_DATA32
00425b68	EOL	IMAGE_THUNK_DATA32
00425b6c	EOL	IMAGE_THUNK_DATA32
00425b70	EOL	IMAGE_THUNK_DATA32
00425b74	EOL	IMAGE_THUNK_DATA32
00425b7c	EOL	IMAGE_THUNK_DATA32
00425b80	EOL	IMAGE_THUNK_DATA32
00425b84	EOL	IMAGE_THUNK_DATA32
00425b88	EOL	IMAGE_THUNK_DATA32
00425b8c	EOL	IMAGE_THUNK_DATA32
00425b90	EOL	IMAGE_THUNK_DATA32
00425b94	EOL	IMAGE_THUNK_DATA32
00425b98	EOL	IMAGE_THUNK_DATA32
00425b9c	EOL	IMAGE_THUNK_DATA32
00425ba0	EOL	IMAGE_THUNK_DATA32
00425ba4	EOL	IMAGE_THUNK_DATA32
00425ba8	EOL	IMAGE_THUNK_DATA32
00425bac	EOL	IMAGE_THUNK_DATA32
00425bb0	EOL	IMAGE_THUNK_DATA32
00425bb4	EOL	IMAGE_THUNK_DATA32
00425bb8	EOL	IMAGE_THUNK_DATA32
00425bbc	EOL	IMAGE_THUNK_DATA32
00425bc0	EOL	IMAGE_THUNK_DATA32
00425bc4	EOL	IMAGE_THUNK_DATA32
00425bc8	EOL	IMAGE_THUNK_DATA32
00425bcc	EOL	IMAGE_THUNK_DATA32
00425bd0	EOL	IMAGE_THUNK_DATA32
00425bd4	EOL	IMAGE_THUNK_DATA32
00425bd8	EOL	IMAGE_THUNK_DATA32
00425bdc	EOL	IMAGE_THUNK_DATA32
00425be0	EOL	IMAGE_THUNK_DATA32
00425be4	EOL	IMAGE_THUNK_DATA32
00425be8	EOL	IMAGE_THUNK_DATA32
00425bec	EOL	IMAGE_THUNK_DATA32
00425bf0	EOL	IMAGE_THUNK_DATA32
00425bf4	EOL	IMAGE_THUNK_DATA32
00425bf8	EOL	IMAGE_THUNK_DATA32
00425bfc	EOL	IMAGE_THUNK_DATA32
00425c00	EOL	IMAGE_THUNK_DATA32
00425c04	EOL	IMAGE_THUNK_DATA32
00425c08	EOL	IMAGE_THUNK_DATA32
00425c0c	EOL	IMAGE_THUNK_DATA32
00425c10	EOL	IMAGE_THUNK_DATA32
00425c14	EOL	IMAGE_THUNK_DATA32
00425c18	EOL	IMAGE_THUNK_DATA32
00425c1c	EOL	IMAGE_THUNK_DATA32
00425c20	EOL	IMAGE_THUNK_DATA32
00425c24	EOL	IMAGE_THUNK_DATA32
00425c28	EOL	IMAGE_THUNK_DATA32
00425c2c	EOL	IMAGE_THUNK_DATA32
00425c30	EOL	IMAGE_THUNK_DATA32
00425c34	EOL	IMAGE_THUNK_DATA32
00425c38	EOL	IMAGE_THUNK_DATA32
00425c3c	EOL	IMAGE_THUNK_DATA32
00425c40	EOL	IMAGE_THUNK_DATA32
00425c44	EOL	IMAGE_THUNK_DATA32
00425c48	EOL	IMAGE_THUNK_DATA32
00425c4c	EOL	IMAGE_THUNK_DATA32
00425c50	EOL	IMAGE_THUNK_DATA32
00425c54	EOL	IMAGE_THUNK_DATA32
00425c58	EOL	IMAGE_THUNK_DATA32
00425c5c	EOL	IMAGE_THUNK_DATA32
00425c60	EOL	IMAGE_THUNK_DATA32
00425c64	EOL	IMAGE_THUNK_DATA32
00425c68	EOL	IMAGE_THUNK_DATA32
00425c6c	EOL	IMAGE_THUNK_DATA32
00425c70	EOL	IMAGE_THUNK_DATA32
00425c74	EOL	IMAGE_THUNK_DATA32
00425c78	EOL	IMAGE_THUNK_DATA32
00425c7c	EOL	IMAGE_THUNK_DATA32
00425c80	EOL	IMAGE_THUNK_DATA32
00425c84	EOL	IMAGE_THUNK_DATA32
00425c88	EOL	IMAGE_THUNK_DATA32
00425c8c	EOL	IMAGE_THUNK_DATA32
00425c90	EOL	IMAGE_THUNK_DATA32
00425c94	EOL	IMAGE_THUNK_DATA32
00425c98	EOL	IMAGE_THUNK_DATA32
00425c9c	EOL	IMAGE_THUNK_DATA32
00425ca0	EOL	IMAGE_THUNK_DATA32
00425ca4	EOL	IMAGE_THUNK_DATA32
00425ca8	EOL	IMAGE_THUNK_DATA32
00425cac	EOL	IMAGE_THUNK_DATA32
00425cb0	EOL	IMAGE_THUNK_DATA32
00425cb4	EOL	IMAGE_THUNK_DATA32
00425cb8	EOL	IMAGE_THUNK_DATA32
00425cbc	EOL	IMAGE_THUNK_DATA32
00425cc0	EOL	IMAGE_THUNK_DATA32
00425cc4	EOL	IMAGE_THUNK_DATA32
00425cc8	EOL	IMAGE_THUNK_DATA32
00425ccc	EOL	IMAGE_THUNK_DATA32
00425cd0	EOL	IMAGE_THUNK_DATA32
00425cd4	EOL	IMAGE_THUNK_DATA32
00425cd8	EOL	IMAGE_THUNK_DATA32
00425cdc	EOL	IMAGE_THUNK_DATA32
00425ce0	EOL	IMAGE_THUNK_DATA32
00425ce4	EOL	IMAGE_THUNK_DATA32
00425ce8	EOL	IMAGE_THUNK_DATA32
00425cec	EOL	IMAGE_THUNK_DATA32
00425cf0	EOL	IMAGE_THUNK_DATA32
00425cf4	EOL	IMAGE_THUNK_DATA32
00425cf8	EOL	IMAGE_THUNK_DATA32
00425cfc	EOL	IMAGE_THUNK_DATA32
00425d00	EOL	IMAGE_THUNK_DATA32
00425d04	EOL	IMAGE_THUNK_DATA32
00425d08	EOL	IMAGE_THUNK_DATA32
00425d0c	EOL	IMAGE_THUNK_DATA32
00425d10	EOL	IMAGE_THUNK_DATA32
00425d14	EOL	IMAGE_THUNK_DATA32
00425d18	EOL	IMAGE_THUNK_DATA32
00425d1c	EOL	IMAGE_THUNK_DATA32
00425d24	EOL	IMAGE_THUNK_DATA32
00425d28	EOL	IMAGE_THUNK_DATA32
00425d2c	EOL	IMAGE_THUNK_DATA32
00425d30	EOL	IMAGE_THUNK_DATA32
00425d34	EOL	IMAGE_THUNK_DATA32
00425d38	EOL	IMAGE_THUNK_DATA32
00425d3c	EOL	IMAGE_THUNK_DATA32
00425d40	EOL	IMAGE_THUNK_DATA32
00425d44	EOL	IMAGE_THUNK_DATA32
00425d48	EOL	IMAGE_THUNK_DATA32
00425d4c	EOL	IMAGE_THUNK_DATA32
00425d50	EOL	IMAGE_THUNK_DATA32
00425d54	EOL	IMAGE_THUNK_DATA32
00425d58	EOL	IMAGE_THUNK_DATA32
00425d5c	EOL	IMAGE_THUNK_DATA32
00425d60	EOL	IMAGE_THUNK_DATA32
00425d64	EOL	IMAGE_THUNK_DATA32
00425d68	EOL	IMAGE_THUNK_DATA32
00425d6c	EOL	IMAGE_THUNK_DATA32
00425d70	EOL	IMAGE_THUNK_DATA32
00425d74	EOL	IMAGE_THUNK_DATA32
00425d78	EOL	IMAGE_THUNK_DATA32
00425d7c	EOL	IMAGE_THUNK_DATA32
00425d80	EOL	IMAGE_THUNK_DATA32
00425d84	EOL	IMAGE_THUNK_DATA32
00425d88	EOL	IMAGE_THUNK_DATA32
00425d8c	EOL	IMAGE_THUNK_DATA32
00425d90	EOL	IMAGE_THUNK_DATA32
00425d94	EOL	IMAGE_THUNK_DATA32
00425d98	EOL	IMAGE_THUNK_DATA32
00425da0	EOL	IMAGE_THUNK_DATA32
00425da8	EOL	IMAGE_THUNK_DATA32
00425dac	EOL	IMAGE_THUNK_DATA32
00425db0	EOL	IMAGE_THUNK_DATA32
00425db4	EOL	IMAGE_THUNK_DATA32
00425db8	EOL	IMAGE_THUNK_DATA32
00425dbc	EOL	IMAGE_THUNK_DATA32
00425dc0	EOL	IMAGE_THUNK_DATA32
00425dc4	EOL	IMAGE_THUNK_DATA32
00425dc8	EOL	IMAGE_THUNK_DATA32
00425dcc	EOL	IMAGE_THUNK_DATA32
00425dd0	EOL	IMAGE_THUNK_DATA32
00425dd4	EOL	IMAGE_THUNK_DATA32
00425dd8	EOL	IMAGE_THUNK_DATA32
00425ddc	EOL	IMAGE_THUNK_DATA32
00425de0	EOL	IMAGE_THUNK_DATA32
00425de4	EOL	IMAGE_THUNK_DATA32
00425dec	PLATE	IMAGE_IMPORT_BY_NAME
00425dfe	PLATE	IMAGE_IMPORT_BY_NAME
00425e08	PLATE	IMAGE_IMPORT_BY_NAME
00425e10	PLATE	IMAGE_IMPORT_DESCRIPTOR - DLL NAME
00425e1e	PLATE	IMAGE_IMPORT_BY_NAME
00425e2c	PLATE	IMAGE_IMPORT_BY_NAME
00425e40	PLATE	IMAGE_IMPORT_BY_NAME
00425e54	PLATE	IMAGE_IMPORT_BY_NAME
00425e6c	PLATE	IMAGE_IMPORT_BY_NAME
00425e7a	PLATE	IMAGE_IMPORT_BY_NAME
00425e8e	PLATE	IMAGE_IMPORT_BY_NAME
00425e9c	PLATE	IMAGE_IMPORT_BY_NAME
00425eb0	PLATE	IMAGE_IMPORT_BY_NAME
00425ebe	PLATE	IMAGE_IMPORT_BY_NAME
00425eca	PLATE	IMAGE_IMPORT_BY_NAME
00425eda	PLATE	IMAGE_IMPORT_BY_NAME
00425ee8	PLATE	IMAGE_IMPORT_BY_NAME
