address	length	data_type	value
00427728	39	string	Wulfram II was never installed before?
00427754	14	string	CSN UI WINDOW
00427764	7	string	MBytes
0042776c	20	string	Total download size
00427780	7	string	KBytes
00427788	20	string	Total download size
0042779c	7	string	MBytes
004277a4	7	string	KBytes
004277ac	29	string	[csnuilib] command line: %s\n
004277cc	16	string	Times New Roman
004277dc	7	string	MBytes
004277e4	20	string	Total download size
004277f8	6	string	Files
00427800	22	string	Total files to update
00427818	16	string	Package Updater
00427828	49	string	fatal error: can't get current working directory
0042785c	37	string	[csnuilib] current package path: %s\n
00427884	23	string	can't unregister class
004278a4	8	string	KBytes
004278ac	8	string	MBytes
004278b4	22	string	%03.0f%%     %4.2f %s
004278cc	23	string	%03.0f%%     %04.0f %s
004278ec	12	string	MyWindow
004278f8	28	string	My Windows Template Program
0042b09c	12	string	DebugBox
0042b0ac	15	string	C:\\tmp\\csn.log
0042b0bc	26	string	C:\\code\\csnlib\\csnlib.cpp
0042b0d8	65	string	%s %d: CSN_Request::add(src='%s', dst='%s', size=%d, myself=%d)\n
0042b11c	34	string	CSN, (constructor) unknown method
0042b140	18	string	CSN, (destructor)
0042b154	29	string	dupstr(), NULL not expected\n
0042b174	37	string	dupstr(), empty string not expected\n
0042b19c	43	string	dupstr(), can't allocate space for string\n
0042b1c8	24	string	CSN::set_server_address
0042b1e0	20	string	CSN::set_login_info
0042b1f4	21	string	CSN::set_server_path
0042b20c	22	string	CSN::set_package_path
0042b224	22	string	CSN::set_package_name
0042b23c	19	string	CSN::set_arguments
0042b250	18	string	CSN::set_callback
0042b264	33	string	CSN::check_for_completed_install
0042b288	26	string	/tmp/csn_skip_fingerprint
0042b2a4	26	string	C:\\code\\csnlib\\csnlib.cpp
0042b2c0	63	string	%s %d: not fingerprinting (/tmp/csn_skip_fingerprint present)\n
0042b304	18	string	csn/done_flag.csn
0042b318	28	string	CSN::note_completed_install
0042b334	40	string	CSN::note_completed_install:  Self: %d\n
0042b360	18	string	csn/done_flag.csn
0042b374	46	string	could not note that the install was completed
0042b3a4	18	string	%Y %B %d %H:%M:%S
0042b3b8	25	string	Completed Download [%s]\n
0042b3d4	15	string	csn/master.csn
0042b3e4	15	string	csn/master.csn
0042b3f4	19	string	csn/tmp/master.csn
0042b408	18	string	csn/tmp/exist.csn
0042b41c	19	string	csn/tmp/master.csn
0042b430	19	string	csn/tmp/update.csn
0042b444	18	string	csn/done_flag.csn
0042b458	26	string	C:\\code\\csnlib\\csnlib.cpp
0042b474	42	string	%s %d: Fails to get_dir_and_file(%s,...)\n
0042b4a0	26	string	C:\\code\\csnlib\\csnlib.cpp
0042b4bc	57	string	%s %d: Got get_dir_and_file(%s,...): dir: %s, fname: %s\n
0042b504	10	string	%sexec_%s
0042b51c	9	string	%sold_%s
0042b52c	10	string	%sexec_%s
0042b548	7	string	./%s%s
0042b554	23	string	/tmp/csn_skip_relaunch
0042b56c	26	string	C:\\code\\csnlib\\csnlib.cpp
0042b588	21	string	%s %d: relaunch set\n
0042b5a0	26	string	C:\\code\\csnlib\\csnlib.cpp
0042b5bc	25	string	%s %d: exit_fnc() start\n
0042b5d8	20	string	/tmp/csn_no_restart
0042b5ec	26	string	C:\\code\\csnlib\\csnlib.cpp
0042b608	54	string	%s %d: not running '%s'(/tmp/csn_no_restart present)\n
0042b640	41	string	Couldn't get REALTIME_PRIORITY_CLASS...\n
0042b66c	47	string	Couldn't get THREAD_PRIORITY_TIME_CRITICAL...\n
0042b6a0	12	string	csn/csn_rmd
0042b6b0	11	string	helper.exe
0042b6bc	26	string	C:\\code\\csnlib\\csnlib.cpp
0042b6d8	32	string	%s %d: spawnl() fails (%d, %s)\n
0042b6f8	23	string	CSN::check_for_updates
0042b714	12	string	csn/csn_rmd
0042b728	28	string	can't connect to the server
0042b744	7	string	master
0042b74c	19	string	csn/tmp/master.csn
0042b760	19	string	master_fingerprint
0042b774	43	string	can't read csn/tmp/master.csn control file
0042b7a0	15	string	csn/master.csn
0042b7b0	19	string	master_fingerprint
0042b7c4	16	string	%48s %ld %2000s
0042b7d4	24	string	comparing %30s\t%30s\t%d\n
0042b7ec	11	string	Require...
0042b7f8	24	string	file %s needs updating\n
0042b810	10	string	Unlink...
0042b81c	29	string	file %s needs to be deleted\n
0042b83c	10	string	Update...
0042b848	39	string	file %s is new, and needs downloading\n
0042b87c	48	string	Can't open local (user) update.csn file '%s'\n
0042b8ac	52	string	Can't open remote (master) update.csn file '%s'\n
0042b8e0	28	string	Local  (user)   file: %s\n
0042b8fc	28	string	Remote (master) file: %s\n
0042b918	20	string	END OF DECISIONS\n
0042b92c	20	string	CSN::update_package
0042b940	7	string	update
0042b948	6	string	exist
0042b950	15	string	csn/update.csn
0042b960	15	string	csn/master.csn
0042b970	26	string	/tmp/csn_exit_after_clear
0042b990	15	string	csn/update.csn
0042b9a4	15	string	csn/update.csn
0042b9b4	67	string	could not read csn/update.csn after generating local fingerprints!
0042b9fc	19	string	csn/tmp/update.csn
0042ba10	55	string	could not read csn/tmp/update.csn after downloading it
0042ba48	18	string	on what to update
0042ba5c	12	string	Deciding...
0042ba6c	18	string	csn/tmp/exist.csn
0042ba80	54	string	could not read csn/tmp/exist.csn after downloading it
0042bab8	7	string	%2000s
0042bac4	11	string	Require...
0042bad0	44	string	file %s is should exist, but doesn't exist\n
0042bafc	14	string	the udpate...
0042bb0c	10	string	Preparing
0042bb18	16	string	CSN::get_errors
0042bb28	18	string	CSN::clear_errors
0042bb44	9	string	%s\r\n%s%s
0042bb50	6	string	%s %s
0042bb58	24	string	package path is not set
0042bb70	6	string	%s/%s
0042bb78	15	string	memory problem
0042bb88	20	string	file not found '%s'
0042bb9c	27	string	CSN::generate_fingerprints
0042bbbc	19	string	csn/tmp/update.csn
0042bbd0	90	string	could not open/read csn/tmp/update.csn, and it's needed for generating local fingerprints
0042bc30	15	string	csn/update.csn
0042bc40	36	string	could not open/write csn/update.csn
0042bc64	15	string	Fingerprinting
0042bc74	12	string	%s %14d %s\n
0042bc80	17	string	CSN::update_file
0042bc94	10	string	%sexec_%s
0042bca0	23	string	CSN::get_csn_component
0042bcb8	11	string	csn/%s.csn
0042bcc4	28	string	memory problem with mprintf
0042bce0	15	string	csn/tmp/%s.csn
0042bcf0	28	string	memory problem with mprintf
0042bd0c	8	string	master
0042bd14	15	string	%s_fingerprint
0042bd24	23	string	mprintf memory problem
0042bd3c	19	string	csn/tmp/master.csn
0042bd50	73	string	can't get the fingerprint of csn componenet '%s' from remote_master file
0042bd9c	38	string	can't get file fingerpoinrt for '%s'\n
0042bdc4	56	string	finger print for '%s' does not match remote_master info
0042bdfc	26	string	CSN::get_file_fingerprint
0042be24	6	string	BZ_OK
0042be2c	10	string	BZ_RUN_OK
0042be38	12	string	BZ_FLUSH_OK
0042be44	13	string	BZ_FINISH_OK
0042be54	14	string	BZ_STREAM_END
0042be64	18	string	BZ_SEQUENCE_ERROR
0042be78	15	string	BZ_PARAM_ERROR
0042be88	13	string	BZ_MEM_ERROR
0042be98	14	string	BZ_DATA_ERROR
0042bea8	20	string	BZ_DATA_ERROR_MAGIC
0042bebc	12	string	BZ_IO_ERROR
0042bec8	18	string	BZ_UNEXPECTED_EOF
0042bedc	16	string	BZ_OUTBUFF_FULL
0042beec	16	string	BZ_CONFIG_ERROR
0042befc	28	string	Unknown uncompression error
0042bf18	28	string	CSN_HTTP::connect_to_server
0042bf34	24	string	failed to make a socket
0042bf4c	47	string	failed to bind the local address to the socket
0042bf7c	39	string	failed to make the socket non blocking
0042bfa4	33	string	can't connect to the server '%s'
0042bfc8	9	string	%scsn_%s
0042bfd4	13	string	%scsn_%s.bz2
0042bfe8	41	string	open_path failed for file '%s' [(%d) %s]
0042c014	44	string	GET /%s/%s/%s.bz2?%s HTTP/1.0\r\nHost: %s\r\n\r\n
0042c040	62	string	GET /%s/%s/%s.bz2?%s HTTP/1.0\r\nHost: %s\r\nRange: bytes=%d-\r\n\r\n
0042c080	16	string	uncouth error
0042c094	35	string	unable to open compressed file: %s
0042c0bc	26	string	unable to create file: %s
0042c0d8	47	string	unable to start decompression of open file: %s
0042c108	29	string	unable to allocate: %d bytes
0042c128	16	string	written != used
0042c138	51	string	uncompress of the file '%s' failed [tmp: '%s']\n%s\n
0042c16c	27	string	C:\\code\\csnlib\\csnhttp.cpp
0042c188	102	string	[%s %d] HTTP_Con::finish_download: unlink fails for file '%s' adding to rename_list (errno %d, '%s')\n
0042c1f0	27	string	C:\\code\\csnlib\\csnhttp.cpp
0042c20c	81	string	[%s %d] HTTP_Con::finish_download: rename fails for '%s -> %s' (errno %d, '%s')\n
0042c260	34	string	rename failed for '%s -> %s' [%s]
0042c290	11	string	%100[^:]s:
0042c29c	15	string	Content-Length
0042c2c0	12	string	not_known
0042c2cc	34	string	server address is invalid or NULL
0042c2f0	24	string	CSN_HTTP::download_file
0042c308	34	string	prepare_update(): %d total_files\n
0042c32c	34	string	prepare_update(): %d total_bytes\n
0042c350	39	string	Failed to download file '%s' (4 times)
0042c378	65	string	con[%d] has fatal error (failed to download file '%s' 4 times).\n
0042c3bc	51	string	con[%d] has error (failed to download file '%s').\n
0042c3f8	29	string	%d%02d%02d:%02d:%02d:%02d:%d
0042c4cc	6	string	\s\t-\r]
0042c538	13	string	CONFIG_ERROR
0042c548	13	string	OUTBUFF_FULL
0042c558	15	string	UNEXPECTED_EOF
0042c568	9	string	IO_ERROR
0042c574	17	string	DATA_ERROR_MAGIC
0042c588	11	string	DATA_ERROR
0042c594	10	string	MEM_ERROR
0042c5a0	12	string	PARAM_ERROR
0042c5ac	15	string	SEQUENCE_ERROR
0042c5c0	1060	string	\n*** A special note about internal error number 1007 ***\n\nExperience suggests that a common cause of i.e. 1007\nis unreliable memory or other hardware.  The 1007 assertion\njust happens to cross-check the results of huge numbers of\nmemory reads/writes, and so acts (unintendedly) as a stress\ntest of your memory system.\n\nI suggest the following: try compressing the file again,\npossibly monitoring progress in detail with the -vv flag.\n\n* If the error cannot be reproduced, and/or happens at different\n  points in compression, you may have a flaky memory system.\n  Try a memory-test program.  I have used Memtest86\n  (www.memtest86.com).  At the time of writing it is free (GPLd).\n  Memtest86 tests memory much more thorougly than your BIOSs\n  power-on test, and may find failures that the BIOS doesn't.\n\n* If the error can be repeatably reproduced, this is a bug in\n  bzip2, and I would very much like to hear about it.  Please\n  let me know, and, ideally, save a copy of the file causing the\n  problem -- without which I will be unable to investigate it.\n\n
0042c9e4	442	string	\n\nbzip2/libbzip2: internal error number %d.\nThis is a bug in bzip2/libbzip2, %s.\nPlease report it to me at: jseward@acm.org.  If this happened\nwhen you were using some program which uses libbzip2 as a\ncomponent, you should also report this bug to the author(s)\nof that program.  Please make an effort to report this bug;\ntimely and accurate bug reports eventually lead to higher\nquality software.  Thanks.  Julian Seward, 30 December 2001.\n\n
0042cba0	51	string	\n    combined CRCs: stored = 0x%x, computed = 0x%x
0042cbd8	14	string	\s{0x%x, 0x%x}
0042cbe8	19	string	1.0.2, 30-Dec-2001
0042cc08	34	string	\s   final combined CRC = 0x%x\n  \s
0042cc2c	60	string	\s   block %d: crc = 0x%8x, combined CRC = 0x%8x, size = %d\n
0042cc68	10	string	codes %d\n
0042cc74	18	string	code lengths %d,\s
0042cc88	15	string	selectors %d,\s
0042cc98	26	string	\s     bytes: mapping %d,\s
0042ccbc	41	string	\s     pass %d: size is %d, grp uses are\s
0042cce8	59	string	\s     initial group %d, [%d .. %d], has %d syms (%4.1f%%)\n
0042cd24	64	string	\s     %d in block, %d after MTF & 1-2 coding, %d+2 syms in use\n
0042d164	7	string	rt+rld
0042d16c	20	string	\n    [%d: huff+mtf\s
0042d9b8	54	string	\s   too repetitive; using fallback sorting algorithm\n
0042d9f0	38	string	\s     %d work, %d block, ratio %5.2f\n
0042da18	34	string	\s       reconstructing block ...\n
0042da3c	24	string	%6d unresolved strings\n
0042da54	23	string	\s       depth %6d has\s
0042da6c	28	string	\s       bucket sorting ...\n
0042da88	44	string	\s       %d pointers, %d sorted, %d scanned\n
0042dab4	48	string	\s       qsort [0x%x, 0x%x]   done %d   this %d\n
0042dae4	34	string	\s       main sort initialise ...\n
0042db18	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042db44	11	string	ok == TRUE
0042db50	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042db7c	11	string	ok == TRUE
0042db88	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042dbb4	15	string	tzoneptr==NULL
0042dbc4	35	string	WSAEINTR: Interrupted System Call.
0042dbe8	10	string	WSAEBADF:
0042dbf4	11	string	WSAEACCES:
0042dc00	11	string	WSAEFAULT:
0042dc0c	11	string	WSAEINVAL:
0042dc18	11	string	WSAEMFILE:
0042dc24	16	string	WSAEWOULDBLOCK:
0042dc34	16	string	WSAEINPROGRESS:
0042dc44	13	string	WSAEALREADY:
0042dc54	13	string	WSAENOTSOCK:
0042dc64	17	string	WSAEDESTADDRREQ:
0042dc78	13	string	WSAEMSGSIZE:
0042dc88	15	string	WSAEPROTOTYPE:
0042dc98	16	string	WSAENOPROTOOPT:
0042dca8	20	string	WSAEPROTONOSUPPORT:
0042dcbc	20	string	WSAESOCKTNOSUPPORT:
0042dcd0	15	string	WSAEOPNOTSUPP:
0042dce0	17	string	WSAEPFNOSUPPORT:
0042dcf4	17	string	WSAEAFNOSUPPORT:
0042dd08	69	string	WSAEADDRINUSE: Address is already in use.  Kill conflicting Program.
0042dd50	70	string	WSAEADDRNOTAVAIL: Address isn't available.  Kill conflicting Program.
0042dd98	55	string	WSAENETDOWN: The network is down.  Check your Network.
0042ddd0	65	string	WSAENETUNREACH: The network is unreachable.  Check your Network.
0042de14	71	string	WSAENETRESET: Network dropped connection because of reset.  Try again.
0042de5c	61	string	WSAECONNABORTED: Connection request was aborted.  Try again.
0042de9c	54	string	WSAECONNRESET: Connection was reset by other machine.
0042ded4	12	string	WSAENOBUFS:
0042dee0	64	string	WSAEISCONN: Already connected to server.  Restart this porgram.
0042df20	54	string	WSAENOTCONN: Not yet connected to server.  Try again.
0042df58	14	string	WSAESHUTDOWN:
0042df68	17	string	WSAETOOMANYREFS:
0042df7c	52	string	WSAETIMEDOUT: The connection timed out.  Try again.
0042dfb0	67	string	WSAECONNREFUSED: The connection was refused.  Try another address.
0042dff4	10	string	WSAELOOP:
0042e000	17	string	WSAENAMETOOLONG:
0042e014	77	string	WSAEHOSTDOWN: The specified host is down.  Retry, or select another address.
0042e064	92	string	WSAEHOSTUNREACH: No route to the host was found.  Check the address, network, and then ISP.
0042e0c0	14	string	WSAENOTEMPTY:
0042e0d0	13	string	WSAEPROCLIM:
0042e0e0	11	string	WSAEUSERS:
0042e0ec	11	string	WSAEDQUOT:
0042e0f8	11	string	WSAESTALE:
0042e104	12	string	WSAEREMOTE:
0042e110	12	string	WSAEDISCON:
0042e11c	16	string	WSASYSNOTREADY:
0042e12c	20	string	WSAVERNOTSUPPORTED:
0042e140	19	string	WSANOTINITIALISED:
0042e154	13	string	Unkown Error
0042e164	31	string	WSAStartup foo didn't work...\n
0042e184	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042e1b4	14	string	WSASTartup: \n
0042e1c4	24	string	\tUsing Version : %d.%d\n
0042e1dc	24	string	\tHigh version  : %d.%d\n
0042e1f4	21	string	\tDescription   : %s\n
0042e20c	21	string	\tSystem Status : %s\n
0042e224	21	string	\tMax Sockets   : %d\n
0042e23c	21	string	\tMax UDP Data  : %d\n
0042e254	29	string	WSAClean foo didn't work...\n
0042e274	21	string	DEBUGFD: %d are set\n
0042e28c	29	string	\s DEBUGFD: socket %d is set\n
0042e2ac	29	string	\s DEBUGF2: socket %d ** set\n
0042e2cc	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042e2f8	25	string	hi->stamp == VALID_STAMP
0042e314	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042e340	31	string	hi->zone < MAX_PROFILING_ZONES
0042e360	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042e38c	31	string	hi->zone < MAX_PROFILING_ZONES
0042e3ac	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042e3d8	25	string	hi->stamp == VALID_STAMP
0042e3f4	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042e420	31	string	hi->zone < MAX_PROFILING_ZONES
0042e440	41	string	C:\\code\\ntank\\os\\win32\\msvc\\specific.cpp
0042e46c	25	string	hi->stamp == VALID_STAMP
0042e488	12	string	Wulfram: %s
0042e494	8	string	%s: %s\n
0042e4a4	40	string	Assertion failed: %s, file %s, line %d\n
0042e4e0	6	string	log10
ffdff1ac	36	uchar[36]	\N
ffdffc00	522	wchar16[261]	\N
